y	x1	x2
4.0	3.70278	3.76246
5.0	4.05585	4.03133
4.0	3.85155	3.84438
4.0	3.80319	3.7825
3.0	3.1791	3.20593
3.0	3.26229	3.27619
4.0	4.21571	4.18066
2.0	3.01128	3.00105
4.0	3.75662	3.78189
4.0	4.20919	4.29303
5.0	3.73507	3.7229
4.0	4.16529	4.19119
3.0	3.08905	3.13491
3.0	2.77599	2.72772
3.0	3.61528	3.60752
5.0	4.29151	4.28082
4.0	3.86878	3.8542
4.0	3.67961	3.66989
4.0	4.0898	4.11151
3.0	3.99701	3.98581
5.0	3.81645	3.79244
3.0	3.44293	3.43578
5.0	3.91423	3.90395
4.0	4.01815	4.03138
5.0	3.26048	3.25462
4.0	4.14312	4.14238
4.0	3.40536	3.42009
4.0	3.28959	3.28308
4.0	3.19176	3.1891
3.0	3.93434	3.94281
3.0	2.95813	2.9748
4.0	3.46139	3.46218
3.0	3.37413	3.37075
4.0	3.99986	4.0149
1.0	3.48721	3.47492
4.0	3.41859	3.45281
3.0	3.61059	3.6098
3.0	3.72631	3.77471
4.0	4.118	4.11926
5.0	3.73823	3.74404
5.0	3.47925	3.46491
3.0	3.07776	3.091
3.0	3.73777	3.75637
4.0	3.86427	3.8642
3.0	2.84483	2.86937
3.0	4.7094	4.71447
5.0	4.26949	4.27919
3.0	3.6447	3.61526
3.0	2.64988	2.65772
4.0	3.60006	3.61201
3.0	3.36689	3.35596
4.0	3.98391	3.99511
4.0	4.26504	4.25583
1.0	2.89996	2.91435
4.0	4.01158	4.01479
3.0	4.19288	4.21176
4.0	3.90778	3.87661
4.0	4.08652	4.1301
4.0	4.03199	4.02068
3.0	4.29488	4.29489
4.0	3.54485	3.51217
5.0	4.12508	4.12955
3.0	4.11378	4.10252
3.0	3.32673	3.30946
4.0	3.31517	3.33367
3.0	2.91736	2.88354
4.0	3.63156	3.62564
4.0	3.67807	3.66559
3.0	3.83079	3.82407
3.0	3.11034	3.08285
3.0	3.84885	3.84233
4.0	4.04726	4.06566
4.0	4.24493	4.22379
4.0	4.13856	4.12485
4.0	4.11736	4.11286
3.0	3.48073	3.46125
4.0	3.49348	3.48142
4.0	3.52232	3.50756
3.0	3.60374	3.54958
5.0	3.9237	3.95167
5.0	4.00615	3.99692
4.0	3.6958	3.69235
4.0	4.06422	4.04396
4.0	4.27923	4.2674
4.0	3.84418	3.80051
3.0	3.41683	3.43161
3.0	3.22549	3.2216
3.0	3.40598	3.43663
5.0	4.09048	4.10744
4.0	3.94882	3.93368
3.0	3.55845	3.53911
3.0	3.80677	3.76921
4.0	4.17725	4.1462
4.0	4.30217	4.25166
5.0	4.39717	4.40917
3.0	3.38725	3.32651
4.0	3.44948	3.47582
4.0	3.32319	3.33161
4.0	3.9859	4.0289
4.0	3.65781	3.67249
4.0	4.0013	4
3.0	3.23875	3.28341
3.0	3.50308	3.4816
4.0	3.83131	3.82471
3.0	2.53363	2.54776
5.0	4.0686	4.05718
4.0	3.96081	3.96378
3.0	3.99635	4.00395
4.0	3.87835	3.90418
3.0	3.63728	3.63373
4.0	4.04103	4.02784
3.0	3.00518	3.01539
3.0	3.45392	3.43736
5.0	4.53212	4.56429
3.0	3.59744	3.59337
4.0	4.04579	4.03965
5.0	4.49123	4.4713
4.0	4.0916	4.0784
4.0	3.83787	3.81419
4.0	3.89187	3.8921
3.0	3.55759	3.55536
3.0	2.99817	3.01806
4.0	3.67521	3.6768
3.0	3.95782	3.9357
4.0	3.63377	3.63716
4.0	3.33407	3.33109
4.0	3.69051	3.72682
4.0	3.67881	3.65265
2.0	2.37083	2.34652
4.0	3.6335	3.62638
4.0	3.4476	3.45648
5.0	4.6431	4.64013
4.0	3.54011	3.51118
4.0	4.15533	4.11225
2.0	3.72513	3.71934
3.0	2.86769	2.83828
4.0	3.10423	3.10894
4.0	4.35258	4.34802
3.0	3.50679	3.50872
4.0	3.34299	3.34873
3.0	3.51371	3.48386
4.0	4.24443	4.2336
3.0	3.40911	3.39945
3.0	3.68246	3.70238
4.0	3.95305	3.94968
4.0	3.96726	3.95761
2.0	3.05286	3.07978
5.0	4.22969	4.22747
3.0	3.85192	3.82752
4.0	3.78717	3.76444
5.0	3.95803	3.93721
4.0	3.56287	3.5911
4.0	3.63311	3.61404
3.0	3.75087	3.73872
4.0	3.9924	4.01362
4.0	3.98602	3.9931
5.0	3.84802	3.8107
4.0	3.83518	3.81494
5.0	3.61961	3.58368
4.0	3.68319	3.67286
4.0	4.11826	4.11803
3.0	3.4157	3.39339
5.0	4.49403	4.45869
5.0	4.11404	4.12811
4.0	3.76827	3.73431
4.0	3.7813	3.79968
3.0	3.92288	3.91916
1.0	2.74464	2.74368
5.0	3.96447	3.94646
4.0	3.94266	3.93514
3.0	3.14999	3.19045
3.0	3.10002	3.07138
2.0	2.79526	2.79775
4.0	3.73034	3.74202
4.0	3.32107	3.34235
4.0	3.27088	3.26618
4.0	3.79487	3.79353
4.0	3.47075	3.52856
5.0	3.35866	3.39196
4.0	3.71284	3.67425
3.0	2.63116	2.63514
4.0	3.43961	3.45673
3.0	4.21146	4.18517
5.0	4.17361	4.208
5.0	4.22858	4.22852
3.0	3.16873	3.18928
5.0	4.72702	4.7135
2.0	3.24551	3.22382
4.0	3.68549	3.70133
4.0	3.87527	3.87188
3.0	3.49936	3.49054
4.0	3.76773	3.80326
4.0	2.91721	2.88964
3.0	2.96512	3.00444
4.0	3.99928	4.03764
3.0	3.44145	3.44388
4.0	4.28953	4.29445
5.0	3.93622	3.94091
4.0	3.49698	3.44573
4.0	3.22938	3.21604
3.0	3.12291	3.12523
4.0	3.75611	3.75396
4.0	3.84258	3.84706
3.0	3.61969	3.59479
4.0	4.23615	4.20868
1.0	2.8585	2.82792
4.0	3.68452	3.70722
4.0	3.74752	3.74843
3.0	3.786	3.78351
4.0	3.6982	3.67446
4.0	2.7827	2.78501
2.0	3.37619	3.36972
2.0	3.67729	3.63312
3.0	3.34024	3.31908
4.0	3.80592	3.80188
5.0	4.40906	4.39669
3.0	2.38274	2.38321
3.0	3.08536	3.11325
4.0	4.38422	4.33009
4.0	3.52459	3.48607
4.0	3.67298	3.68003
3.0	3.91962	3.90345
5.0	4.24503	4.21474
4.0	3.5843	3.60654
4.0	3.51912	3.49928
4.0	4.10639	4.0834
5.0	3.90528	3.88867
3.0	3.86282	3.88441
4.0	3.96876	3.97493
3.0	3.03987	3.01964
4.0	3.47935	3.48193
3.0	3.04292	3.04857
4.0	3.19411	3.18969
4.0	4.02432	4.04872
4.0	4.0553	4.06178
3.0	2.53277	2.5249
4.0	3.85169	3.83256
4.0	3.39596	3.40666
3.0	3.96464	3.9333
4.0	3.62614	3.631
3.0	3.65757	3.64947
3.0	3.39549	3.35319
4.0	4.34597	4.3582
5.0	4.26409	4.2413
4.0	3.28769	3.30231
3.0	3.36342	3.34352
4.0	3.78288	3.78279
4.0	3.35367	3.33796
5.0	4.17649	4.14783
3.0	3.2299	3.22756
4.0	4.56622	4.56312
3.0	3.26227	3.25574
3.0	3.0159	3.01521
5.0	4.04687	4.0402
4.0	4.38871	4.39798
4.0	3.85851	3.88045
4.0	3.54309	3.54086
5.0	4.66522	4.67191
3.0	3.13602	3.07884
4.0	4.11954	4.12228
4.0	3.86829	3.84123
4.0	4.01159	4.00234
5.0	3.96166	3.96264
3.0	3.6483	3.66934
4.0	3.9839	4.00017
3.0	3.7675	3.78559
2.0	3.23056	3.20301
3.0	3.67182	3.66296
4.0	4.15457	4.15148
3.0	4.14398	4.16835
3.0	3.17026	3.18458
3.0	4.03946	4.01255
3.0	3.43402	3.46004
5.0	4.21796	4.23143
4.0	3.93067	3.8794
3.0	3.39471	3.38539
5.0	3.91876	3.94531
1.0	2.37408	2.39234
4.0	3.79006	3.7687
5.0	3.99388	3.99502
3.0	3.31139	3.34397
5.0	3.62097	3.65729
3.0	3.85163	3.88957
3.0	3.52996	3.52232
4.0	3.62593	3.60809
2.0	2.75353	2.75165
3.0	3.40832	3.45406
4.0	3.72624	3.72216
2.0	3.02329	3.02636
5.0	3.79285	3.78089
3.0	3.27971	3.2888
3.0	3.70343	3.77554
3.0	2.65406	2.63162
3.0	3.37338	3.38264
4.0	4.19746	4.29105
4.0	3.92924	3.94301
4.0	3.52772	3.53262
3.0	3.94433	3.92844
3.0	2.67165	2.72349
4.0	3.84398	3.87502
3.0	3.40917	3.41318
3.0	3.53824	3.49511
3.0	4.02363	3.97841
4.0	2.57476	2.56625
4.0	4.30305	4.30665
4.0	3.97591	3.97553
4.0	4.14189	4.13802
5.0	3.99504	3.94618
4.0	3.75639	3.721
4.0	3.92394	3.94192
3.0	3.06637	3.0645
4.0	3.65632	3.64909
4.0	3.81526	3.79677
4.0	4.21679	4.22433
5.0	4.20799	4.18374
4.0	3.71359	3.70263
4.0	3.90882	3.90054
4.0	4.07766	4.05718
4.0	3.89734	3.88664
3.0	3.8255	3.83756
4.0	3.57367	3.5442
3.0	3.30816	3.285
4.0	3.35265	3.32229
4.0	3.59683	3.63004
3.0	3.97938	3.99579
4.0	4.16311	4.1726
4.0	4.14317	4.14018
4.0	3.85968	3.88947
4.0	3.70261	3.64852
4.0	4.38215	4.4032
3.0	3.31296	3.35288
4.0	3.83375	3.80473
5.0	3.65995	3.64594
3.0	3.10209	3.11545
3.0	2.92147	2.92148
4.0	3.68553	3.6623
3.0	3.38641	3.37646
3.0	3.92286	3.91519
5.0	3.74659	3.71301
4.0	4.23716	4.22322
3.0	3.7251	3.73415
4.0	4.15224	4.16491
2.0	2.90609	2.87941
3.0	3.1952	3.20647
4.0	4.11679	4.13858
4.0	3.80854	3.77171
3.0	2.9548	2.96403
4.0	4.40685	4.40841
5.0	4.21206	4.21919
3.0	3.15558	3.17107
4.0	3.54564	3.49071
1.0	3.3784	3.39864
4.0	3.587	3.61673
2.0	3.26808	3.22881
5.0	4.03266	3.96163
4.0	3.63678	3.66782
3.0	3.26627	3.2687
5.0	3.87748	3.86116
4.0	3.85235	3.87849
5.0	3.80428	3.79277
4.0	3.62763	3.5641
2.0	2.83671	2.82979
3.0	2.3516	2.35832
4.0	4.22653	4.21912
4.0	4.02664	4.04734
4.0	3.92527	3.9354
4.0	3.98112	3.99029
4.0	4.06279	4.07235
4.0	3.75088	3.73444
4.0	3.53521	3.54045
4.0	3.63401	3.63551
4.0	4.13406	4.14227
3.0	3.11389	3.08855
4.0	3.50057	3.5088
4.0	3.41974	3.42664
5.0	4.31828	4.35635
4.0	4.21013	4.18165
3.0	3.63072	3.64642
3.0	4.04366	4.04828
3.0	3.09378	3.09451
3.0	3.90482	3.9214
4.0	3.66627	3.65499
3.0	3.7496	3.74545
4.0	3.91262	3.92022
5.0	3.91037	3.89037
3.0	3.49552	3.47816
4.0	3.43102	3.40665
3.0	3.71499	3.68518
2.0	2.96535	2.97808
4.0	3.82607	3.93423
3.0	3.71659	3.70076
4.0	3.66328	3.64852
4.0	3.6826	3.64565
3.0	3.56695	3.55329
4.0	4.39554	4.40556
5.0	4.62615	4.60361
2.0	2.82209	2.82582
4.0	3.82437	3.82137
5.0	3.92039	3.93913
3.0	3.20593	3.2119
4.0	4.321	4.3691
3.0	2.98182	2.99457
3.0	3.66172	3.67857
4.0	3.4315	3.43476
3.0	3.49448	3.49738
2.0	2.78468	2.79035
4.0	3.44528	3.42478
5.0	3.65959	3.67168
3.0	3.18218	3.19522
3.0	3.66826	3.66324
5.0	3.85463	3.8652
3.0	3.47373	3.47728
5.0	4.03353	4.00243
3.0	4.25115	4.22442
4.0	3.91084	3.93344
3.0	2.80804	2.82316
2.0	2.59315	2.6345
2.0	3.17399	3.1793
3.0	3.00159	2.97748
4.0	3.55824	3.54596
4.0	3.5392	3.53843
4.0	3.9325	3.90078
3.0	2.76821	2.80001
3.0	2.76467	2.78467
4.0	3.97431	3.99284
3.0	3.70916	3.72486
3.0	3.40382	3.38881
3.0	3.91862	3.9343
3.0	3.59204	3.5753
4.0	3.72852	3.72601
3.0	3.54239	3.55584
4.0	4.00619	4.02433
3.0	2.97928	2.97265
4.0	3.75898	3.77417
4.0	3.83998	3.84824
2.0	3.31371	3.31347
5.0	3.97543	3.94306
4.0	3.85317	3.87978
3.0	3.12249	3.14826
4.0	3.44546	3.4514
4.0	3.32655	3.38206
4.0	4.09632	4.10515
4.0	3.57202	3.59222
3.0	3.2926	3.31565
3.0	4.32943	4.2878
4.0	3.21623	3.20716
3.0	3.87955	3.85155
4.0	3.56718	3.57918
3.0	3.07272	3.0825
3.0	3.19885	3.20699
3.0	2.66239	2.64245
3.0	3.19804	3.22244
5.0	4.21692	4.21499
4.0	3.92249	3.89437
3.0	3.4865	3.49663
4.0	3.18568	3.22293
4.0	3.75864	3.75588
3.0	2.53098	2.53583
4.0	4.23213	4.22469
4.0	3.8518	3.86051
4.0	4.16348	4.16988
4.0	4.01568	4.0136
3.0	3.22995	3.26853
2.0	2.70332	2.67644
4.0	4.13033	4.14144
4.0	3.29898	3.32367
3.0	2.93979	2.99257
3.0	3.37923	3.37695
2.0	2.37357	2.39426
3.0	4.17577	4.15551
5.0	3.98828	4.01417
3.0	3.58357	3.59412
3.0	3.61246	3.59358
4.0	3.85916	3.85366
4.0	3.20827	3.21444
4.0	3.85512	3.83188
3.0	2.97242	2.93472
3.0	2.76962	2.77348
4.0	3.41283	3.42448
3.0	4.24752	4.2351
5.0	4.35149	4.36378
3.0	3.76288	3.75352
4.0	3.58478	3.56995
2.0	4.58924	4.63094
4.0	4.12422	4.11479
2.0	2.55938	2.52163
4.0	3.81176	3.81846
3.0	3.60658	3.61961
3.0	3.1361	3.147
3.0	3.7001	3.69705
4.0	3.54344	3.55182
3.0	2.70581	2.74209
4.0	4.08393	4.08956
4.0	4.28872	4.2983
3.0	3.35055	3.37009
4.0	4.37035	4.37224
4.0	4.14897	4.15975
4.0	3.59012	3.58467
4.0	4.12808	4.09659
3.0	3.87482	3.88428
4.0	4.01261	4.02305
3.0	3.98927	3.98074
4.0	4.23029	4.25507
4.0	3.72566	3.70612
5.0	4.57673	4.53196
1.0	4.16627	4.16259
4.0	3.89604	3.87819
3.0	3.46991	3.47993
4.0	3.94429	3.96367
4.0	3.78579	3.76552
4.0	3.30366	3.30583
5.0	4.05967	4.11504
4.0	3.68556	3.69271
3.0	3.52531	3.52666
3.0	4.1403	4.15836
4.0	3.77521	3.762
3.0	3.522	3.48623
3.0	3.46148	3.47691
4.0	4.81314	4.8386
4.0	4.37359	4.36624
5.0	4.09578	4.10523
3.0	3.74165	3.7304
5.0	3.91652	3.93307
4.0	3.22109	3.23193
3.0	2.94732	2.96764
3.0	4.63225	4.65673
5.0	4.31128	4.33566
3.0	3.98953	4.03619
4.0	4.01287	3.9936
3.0	4.38547	4.34725
3.0	3.43924	3.42644
3.0	3.76563	3.75468
2.0	2.38956	2.40253
4.0	4.16909	4.18675
5.0	4.33317	4.35401
3.0	3.44084	3.44744
3.0	2.4268	2.41153
3.0	3.41293	3.46836
5.0	4.33969	4.33033
3.0	2.80224	2.81966
5.0	4.15866	4.1598
4.0	3.5845	3.54263
4.0	3.7304	3.79098
5.0	4.53295	4.53229
4.0	3.71956	3.7508
4.0	3.98321	3.9674
4.0	3.75125	3.74387
3.0	4.05962	4.04351
4.0	3.36712	3.36665
3.0	3.09831	3.07915
3.0	3.50501	3.53647
3.0	3.80782	3.7998
4.0	3.14013	3.11679
3.0	2.62527	2.60444
3.0	4.00912	3.98858
5.0	4.44295	4.43877
5.0	3.88795	3.88895
3.0	3.34161	3.29375
4.0	3.16494	3.21114
4.0	4.19024	4.18907
4.0	3.49997	3.51279
2.0	3.249	3.22432
1.0	2.10263	2.07337
3.0	3.05129	3.04359
4.0	3.80396	3.82779
4.0	3.65917	3.62889
3.0	3.69432	3.70206
2.0	3.72487	3.7131
3.0	3.43426	3.41001
4.0	3.7132	3.72924
4.0	3.66428	3.63744
3.0	3.62489	3.62327
3.0	2.96593	2.97207
3.0	3.15849	3.15492
5.0	3.88765	3.90555
4.0	3.97734	3.97197
4.0	4.06999	4.03892
3.0	3.53721	3.52839
5.0	3.77207	3.75883
4.0	3.36634	3.40631
4.0	4.2524	4.26969
2.0	2.24389	2.25541
5.0	3.87715	3.88543
3.0	4.05358	4.02359
3.0	3.57003	3.56979
3.0	3.6133	3.60988
5.0	4.0082	4.03609
4.0	3.54644	3.5504
4.0	3.62778	3.59782
5.0	2.78247	2.80482
4.0	3.85068	3.85209
4.0	4.15122	4.12752
3.0	3.30156	3.29181
4.0	3.7135	3.72094
3.0	3.03071	2.99867
2.0	4.01723	4.00709
5.0	4.70999	4.71
3.0	3.7982	3.81725
5.0	3.55398	3.53703
4.0	3.92268	3.9047
4.0	3.89149	3.89776
4.0	3.97806	3.98287
4.0	3.93943	3.94373
4.0	3.45936	3.39808
1.0	2.42754	2.46257
3.0	3.41681	3.41422
2.0	3.34905	3.34187
4.0	3.8101	3.8164
4.0	4.37418	4.37431
5.0	4.1973	4.19577
4.0	3.97946	3.99417
4.0	3.57605	3.56883
4.0	3.85565	3.88158
1.0	2.79155	2.78631
3.0	3.61479	3.62331
4.0	3.68485	3.72818
4.0	4.19184	4.18288
3.0	3.28467	3.26433
4.0	4.02256	3.99945
4.0	3.65588	3.65279
5.0	3.44508	3.51131
3.0	3.21906	3.17981
5.0	3.25153	3.26745
3.0	3.62895	3.62701
4.0	3.73674	3.72722
4.0	3.58967	3.65612
4.0	3.92074	3.91953
4.0	3.93431	3.92076
4.0	3.99699	3.9851
3.0	3.77701	3.78323
3.0	3.51056	3.52887
3.0	3.47974	3.48365
4.0	4.18998	4.15015
4.0	3.55559	3.55077
4.0	3.87728	3.8607
4.0	3.53242	3.54275
2.0	3.25968	3.25355
5.0	4.27982	4.2275
4.0	4.18186	4.19124
4.0	3.33675	3.34095
5.0	4.0763	4.07965
3.0	3.42111	3.42707
4.0	4.25327	4.27543
4.0	3.5282	3.49356
3.0	3.22582	3.20544
4.0	3.74968	3.75835
3.0	3.77812	3.78209
4.0	3.82077	3.79591
4.0	3.56712	3.55537
3.0	3.37771	3.37364
5.0	4.54161	4.55252
4.0	2.81032	2.8185
4.0	4.18501	4.20293
4.0	3.85788	3.86266
4.0	3.92467	3.92162
3.0	2.82303	2.80383
4.0	4.09056	4.08466
4.0	3.66287	3.65887
3.0	3.82885	3.83348
2.0	2.62073	2.62725
4.0	4.23836	4.23332
4.0	3.88866	3.88732
4.0	2.94469	2.91162
4.0	4.08764	4.07263
4.0	3.8614	3.84733
4.0	3.9816	3.98353
4.0	4.31488	4.28717
4.0	3.56028	3.61067
4.0	4.0338	4.04661
4.0	3.2414	3.24687
3.0	3.64753	3.63913
4.0	4.09233	4.08015
4.0	3.84793	3.87934
4.0	3.98023	3.99498
3.0	3.23809	3.23385
5.0	4.24179	4.23887
4.0	3.73551	3.73027
5.0	4.44439	4.44291
2.0	2.72461	2.74236
4.0	3.60725	3.60307
5.0	4.3321	4.33879
4.0	3.85034	3.84893
4.0	3.71814	3.71161
3.0	3.48774	3.52494
4.0	3.74454	3.72987
3.0	4.1523	4.13968
4.0	4.13814	4.12943
1.0	4.27714	4.33802
4.0	3.76134	3.77293
4.0	3.8343	3.82922
5.0	4.31319	4.38243
5.0	4.24217	4.2773
3.0	3.59049	3.59096
4.0	3.99031	3.96884
3.0	3.43202	3.42239
4.0	3.10023	3.12405
3.0	3.23037	3.22549
4.0	4.15491	4.16669
5.0	4.20748	4.19695
4.0	3.53747	3.50956
3.0	2.56707	2.58994
5.0	3.53313	3.55829
5.0	3.91593	3.88771
4.0	4.07814	4.02719
4.0	3.88184	3.88724
3.0	3.77296	3.79258
4.0	3.66217	3.63692
4.0	3.52003	3.53015
3.0	3.78945	3.80806
3.0	4.01007	4.01837
4.0	3.63895	3.64988
4.0	4.10668	4.10012
5.0	3.70899	3.69279
2.0	2.80008	2.78634
2.0	3.34413	3.30348
3.0	3.93813	3.94959
3.0	3.76006	3.79272
4.0	3.50832	3.53336
3.0	3.59586	3.55161
2.0	3.2539	3.25582
4.0	3.2951	3.30453
1.0	2.20327	2.2054
4.0	4.02489	4.04637
4.0	4.18485	4.20182
3.0	3.42629	3.44047
4.0	3.88024	3.87401
4.0	3.76204	3.75331
4.0	3.6924	3.67143
3.0	4.0658	4.07324
5.0	3.52999	3.53832
4.0	4.07048	4.07976
4.0	3.77586	3.78177
4.0	3.56516	3.5868
3.0	3.50653	3.51594
5.0	4.0758	4.1184
2.0	4.10135	4.12094
4.0	4.06184	4.07608
4.0	4.18073	4.16525
3.0	3.74957	3.7045
4.0	3.01278	2.97659
5.0	4.37327	4.38708
3.0	3.81063	3.79075
4.0	3.7529	3.77409
5.0	4.05233	4.08314
4.0	4.23929	4.18117
5.0	3.79762	3.81763
3.0	2.98523	2.93232
4.0	4.20087	4.20916
3.0	3.04331	3.03154
4.0	4.12024	4.12226
4.0	3.92981	3.91251
4.0	3.96868	4.01051
4.0	3.40436	3.41148
4.0	4.15066	4.15742
5.0	3.87565	3.86124
4.0	3.92491	3.92968
3.0	3.54828	3.50689
4.0	3.81743	3.82392
3.0	3.75773	3.76397
3.0	2.61598	2.62242
2.0	2.58374	2.5982
4.0	3.62471	3.60985
2.0	3.15656	3.15495
3.0	2.97178	3.0371
3.0	2.64606	2.64177
2.0	2.81602	2.8347
3.0	3.38301	3.40166
5.0	3.55086	3.55956
3.0	3.65941	3.63468
4.0	3.89873	3.90129
4.0	3.5492	3.52866
1.0	2.85712	2.86122
4.0	3.92725	3.9069
4.0	2.78764	2.78443
4.0	3.69193	3.6473
5.0	4.04633	4.04437
4.0	3.65755	3.59063
4.0	3.72268	3.73289
5.0	4.47649	4.45963
4.0	3.3369	3.31274
4.0	3.75825	3.74494
4.0	3.33033	3.33443
4.0	4.06657	4.05777
4.0	3.91155	3.91121
2.0	3.09401	3.09838
4.0	3.48095	3.48117
4.0	3.79989	3.81406
3.0	3.41114	3.3326
4.0	4.03792	4.03631
4.0	3.19803	3.2706
3.0	3.30915	3.34035
4.0	3.56736	3.57967
4.0	4.02754	4.01814
3.0	2.87442	2.87857
4.0	3.62092	3.60706
4.0	3.7082	3.71357
3.0	3.48054	3.50545
3.0	3.32386	3.29372
4.0	3.16824	3.23618
3.0	3.94488	3.94769
5.0	3.48879	3.53145
3.0	2.97694	2.97224
4.0	4.08348	4.09064
5.0	4.38806	4.37302
4.0	3.95722	3.9906
3.0	3.24249	3.22149
3.0	3.86353	3.87469
5.0	3.74919	3.68458
4.0	4.3055	4.31841
4.0	3.59582	3.58823
4.0	3.83968	3.84124
4.0	3.79123	3.78109
5.0	3.73824	3.74569
3.0	3.58482	3.55138
4.0	3.16908	3.11707
4.0	3.74718	3.72253
4.0	3.92952	3.93986
5.0	3.99314	3.99518
4.0	3.72906	3.71639
3.0	3.03408	3.00766
5.0	4.18975	4.20059
5.0	4.17775	4.12392
3.0	3.13286	3.1433
3.0	2.66522	2.67468
3.0	3.12039	3.1259
4.0	3.84067	3.84219
4.0	3.55501	3.5525
4.0	3.72624	3.72278
3.0	3.07411	3.12042
3.0	4.16446	4.15912
3.0	3.66701	3.65005
4.0	3.73873	3.74519
4.0	3.68386	3.67633
4.0	3.58203	3.54061
4.0	3.96039	3.93376
5.0	4.56428	4.56695
4.0	3.99583	3.996
3.0	3.05481	3.06293
3.0	3.40753	3.41114
4.0	4.12025	4.13773
3.0	3.55238	3.53456
4.0	3.29769	3.2572
4.0	3.78569	3.79025
3.0	4.4434	4.44206
4.0	4.17563	4.22044
4.0	4.02097	4.02277
3.0	3.61177	3.59815
4.0	4.11931	4.12133
5.0	4.2318	4.23441
5.0	3.79874	3.80838
3.0	4.04185	4.02895
4.0	3.92348	3.90471
4.0	4.18507	4.18524
4.0	3.57993	3.57703
3.0	3.4618	3.48813
2.0	3.74408	3.72456
5.0	4.68059	4.68698
3.0	3.75608	3.74939
5.0	4.24012	4.23778
4.0	3.95302	3.92987
3.0	2.71325	2.81134
3.0	2.67639	2.66341
3.0	3.32554	3.3254
4.0	3.83045	3.82506
5.0	3.46918	3.4707
4.0	4.41816	4.3834
5.0	2.91727	2.93517
3.0	3.82476	3.87333
2.0	2.29306	2.29125
3.0	3.24596	3.15091
4.0	4.01861	4.06915
2.0	4.68641	4.64993
4.0	4.15718	4.18343
3.0	3.4089	3.40903
4.0	3.92561	3.92675
3.0	3.85674	3.86631
4.0	3.90158	3.90845
4.0	4.0684	4.06673
3.0	3.79139	3.77881
4.0	3.81796	3.81724
5.0	4.15325	4.16907
2.0	3.05858	3.05803
2.0	3.15186	3.13624
5.0	4.60573	4.58965
4.0	3.14063	3.12628
3.0	3.50413	3.51708
1.0	3.05714	3.04449
4.0	3.4739	3.49417
4.0	4.50711	4.53651
4.0	3.91251	3.8971
4.0	4.06167	4.07659
4.0	3.43467	3.46115
3.0	3.56723	3.57384
3.0	2.68192	2.66568
3.0	3.45542	3.43342
5.0	3.80624	3.81348
4.0	2.66474	2.65501
4.0	3.65873	3.65537
2.0	3.35067	3.23856
3.0	3.04308	3.09138
4.0	3.11825	3.12875
5.0	3.49113	3.48875
4.0	3.8788	3.85646
4.0	3.20538	3.21304
4.0	4.03485	4.02659
4.0	3.82056	3.84555
3.0	2.44808	2.4523
1.0	3.4062	3.42625
3.0	2.84322	2.84263
4.0	4.13212	4.13967
3.0	3.93069	3.86898
2.0	2.98341	3.02967
3.0	3.09491	3.06198
3.0	4.15053	4.14037
3.0	4.09853	4.08603
3.0	3.08396	3.07243
4.0	3.92972	3.88697
3.0	3.42987	3.45619
5.0	4.26133	4.25395
4.0	3.83203	3.84989
5.0	3.60359	3.56423
4.0	3.0952	3.11154
2.0	3.33768	3.26
4.0	3.47787	3.49641
4.0	3.32043	3.32429
4.0	4.13972	4.15946
4.0	4.24983	4.1839
5.0	4.04985	3.99298
4.0	4.03191	4.04924
4.0	4.42668	4.41716
3.0	2.75061	2.76301
5.0	4.58673	4.58411
2.0	3.18725	3.13873
3.0	3.04951	3.08243
5.0	4.32212	4.33499
4.0	4.04227	4.0384
4.0	3.16616	3.19301
3.0	3.00836	2.98177
4.0	3.98673	3.9707
4.0	3.85784	3.83502
4.0	3.747	3.74572
4.0	3.9631	3.97045
5.0	3.52496	3.53189
4.0	3.90925	3.88419
4.0	4.0505	4.0261
4.0	3.77592	3.76654
3.0	2.94544	2.97625
3.0	3.55842	3.51549
4.0	4.28488	4.28905
3.0	3.33898	3.35909
4.0	3.86775	3.87556
5.0	4.07919	4.10577
4.0	3.93076	3.94195
4.0	3.80777	3.80661
3.0	3.02897	3.01439
4.0	3.99849	4.0122
5.0	3.65857	3.64359
5.0	2.98821	3.00245
2.0	2.99171	2.99329
4.0	3.87868	3.87944
4.0	3.80796	3.81048
5.0	4.03746	4.02712
4.0	3.11709	3.09505
4.0	4.04186	4.07917
3.0	3.59378	3.5802
3.0	3.23338	3.22645
5.0	4.50409	4.49151
4.0	4.00261	3.93943
4.0	3.38598	3.36987
2.0	3.13275	3.16706
3.0	3.89765	3.92937
4.0	4.12531	4.0862
3.0	3.15223	3.1441
4.0	4.29886	4.31446
3.0	3.06158	3.08034
4.0	3.74092	3.7029
5.0	4.15701	4.14259
4.0	3.9471	3.96802
5.0	4.0353	4.00895
3.0	3.50806	3.5023
2.0	3.0636	3.05049
3.0	3.10501	3.10742
4.0	3.98421	3.99176
4.0	3.91994	3.94581
5.0	4.18284	4.17712
5.0	3.72135	3.72986
3.0	3.57751	3.56313
4.0	4.15402	4.14062
4.0	4.02488	4.02306
4.0	4.27234	4.27738
3.0	3.6467	3.65568
2.0	3.44415	3.42731
4.0	3.81177	3.81004
3.0	3.36588	3.35221
3.0	3.13111	3.14857
4.0	3.95859	3.95963
4.0	4.0289	4.07292
4.0	3.47962	3.49104
5.0	3.6139	3.59813
5.0	3.67662	3.70936
